Insurance Internal ID,State,Payor,"Payor, State",Insurance Internal ID2,Service_Address,Entity,NPI of entity ,Entity Tin,Payor Type,Active Individual Enrollment ,Status of contracting team,Notes,Billing address , Company,Contract Effective Date,Date Submitted to Medallion,Date Updated,Is_non_BCBA_compliant,Regions,All regions 4 state ,Is License required?
140,VA,Anthem BCBS of Virginia,"Anthem BCBS of Virginia, VA",140,"10432 Balls Ford Road Suite 300, Manassas, VA 20109",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,F/U,Credential Via Carelon. Look back at DC provider issues and write out process,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/1/2020,11/29/2024,,,,,
193,DC,ComPsych,"ComPsych, DC",193,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,,,,all,
195,MD,ComPsych,"ComPsych, MD",195,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,No ,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,,,,some,"VA,"
141,VA,Anthem Healthkeepers Plus,"Anthem Healthkeepers Plus, VA",141,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,F/U,Credential Via Carelon. Look back at DC provider issues and write out process,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/1/2020,11/29/2024,,,,,
221,DC,HSCSN,"HSCSN, DC",221,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2020,11/29/2024,,,,,
221,DC,HSCSN,"HSCSN, DC",221,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2020,11/29/2024,,,,,
221,DC,HSCSN,"HSCSN, DC",221,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2020,11/29/2024,,,,,
229,DC,Kaiser Permanente,"Kaiser Permanente, DC",229,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2020,11/29/2024,,,,,
224,MD,Johns Hopkins EHP ,"Johns Hopkins EHP , MD",224,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,One enrollment for both plans,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/1/2020,11/29/2024,,,,,
141,VA,Anthem Healthkeepers Plus,"Anthem Healthkeepers Plus, VA",141,"10432 Balls Ford Road Suite 300, Manassas, VA 20109",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,F/U,Credential Via Carelon. Look back at DC provider issues and write out process,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/1/2020,11/29/2024,,,,,
238,DC,MedStar,"MedStar, DC",238,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/28/2021,11/29/2024,,,,,
238,DC,MedStar,"MedStar, DC",238,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/28/2021,11/29/2024,,,,,
238,DC,MedStar,"MedStar, DC",238,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/28/2021,11/29/2024,,,,,
289,DC,United Healthcare (Optum),"United Healthcare (Optum), DC",289,"1050 Connecticut Ave NW, Suite 500, Washington D.C., 20036",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
225,MD,Johns Hopkins US Family Plan,"Johns Hopkins US Family Plan, MD",225,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,One enrollment for both plans,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/1/2020,11/29/2024,,,,,
181,PA,Community Care Behavioral Health Carbon/Monroe/Pike Counties,"Community Care Behavioral Health Carbon/Monroe/Pike Counties, PA",181,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
182,PA,Community Care Behavioral Health Chester,"Community Care Behavioral Health Chester, PA",182,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/13/2021,11/29/2024,,,,,
182,PA,Community Care Behavioral Health Chester,"Community Care Behavioral Health Chester, PA",182,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/13/2021,11/29/2024,,,,,
183,PA,Community Care Behavioral Health Delaware,"Community Care Behavioral Health Delaware, PA",183,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2021,11/29/2024,,,,,
184,PA,Community Care Behavioral Health North Central,"Community Care Behavioral Health North Central, PA",184,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/31/2021,11/29/2024,,,,,
154,VA,Carefirst BCBS RPN/PAR,"Carefirst BCBS RPN/PAR, VA",154,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,F/U,?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/8/2020,11/29/2024,,,,,
113,DE, DE Amerihealth," DE Amerihealth, DE",113,"203 Continental Drive, Suite 401, Newark, DE 19713",Sunrise Therapy LLC,1427388610,271356178,Managed Medicaid,yes,NEEDs review ,,"855 Towbin Avenue, Lakewood NJ 08701",Sunrise,,11/29/2024,,,,,
114,DE, DE First Health," DE First Health, DE",114,"201 Continental Drive, Suite 401, Newark, DE 19713",Sunrise Therapy LLC,1427388610,271356178,Managed Medicaid,yes,NEEDs review ,,"853 Towbin Avenue, Lakewood NJ 08701",Sunrise,,11/29/2024,,,,,
115,DE, DE Highmark," DE Highmark, DE",115,"202 Continental Drive, Suite 401, Newark, DE 19713",Sunrise Therapy LLC,1427388610,271356178,Managed Medicaid,yes,NEEDs review ,,"854 Towbin Avenue, Lakewood NJ 08701",Sunrise,,11/29/2024,,,,,
116,DE, DE Medicaid," DE Medicaid, DE",116,"200 Continental Drive, Suite 401, Newark, DE 19713",Sunrise Therapy LLC,1427388610,271356178,Medicaid,yes,NEEDs review ,,"852 Towbin Avenue, Lakewood NJ 08701",Sunrise,,11/29/2024,,,,,
204,GA,GA Medicaid,"GA Medicaid, GA",204,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,Need to credential each under each location and check off all MCOS,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
204,GA,GA Medicaid,"GA Medicaid, GA",204,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,Need to credential each under each location and check off all MCOS,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
204,GA,GA Medicaid,"GA Medicaid, GA",204,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,Need to credential each under each location and check off all MCOS,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
204,GA,GA Medicaid,"GA Medicaid, GA",204,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,Need to credential each under each location and check off all MCOS,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
204,GA,GA Medicaid,"GA Medicaid, GA",204,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,Need to credential each under each location and check off all MCOS,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2020,11/29/2024,,,,,
171,OH,Cigna,"Cigna, OH",171,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,ID 5796395,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,10/9/2020,11/29/2024,,,,,
260,GA,Peachstate,"Peachstate, GA",260,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Managed Medicaid,No ,Complete,One enrollment through Medicaid - must select on MCD enrollment ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,4/1/2021,11/29/2024,,,,,
260,GA,Peachstate,"Peachstate, GA",260,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Managed Medicaid,No ,Complete,One enrollment through Medicaid - must select on MCD enrollment ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,4/1/2021,11/29/2024,,,,,
260,GA,Peachstate,"Peachstate, GA",260,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Managed Medicaid,No ,Complete,One enrollment through Medicaid - must select on MCD enrollment ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,4/1/2021,11/29/2024,,,,,
260,GA,Peachstate,"Peachstate, GA",260,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Managed Medicaid,No ,Complete,One enrollment through Medicaid - must select on MCD enrollment ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,4/1/2021,11/29/2024,,,,,
260,GA,Peachstate,"Peachstate, GA",260,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Managed Medicaid,No ,Complete,One enrollment through Medicaid - must select on MCD enrollment ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,4/1/2021,11/29/2024,,,,,
264,GA,PNOA,"PNOA, GA",264,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
264,GA,PNOA,"PNOA, GA",264,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
264,GA,PNOA,"PNOA, GA",264,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
264,GA,PNOA,"PNOA, GA",264,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
264,GA,PNOA,"PNOA, GA",264,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
283,GA,United Behavioral Health,"United Behavioral Health, GA",283,"1519 Johnson Ferry Road, Suite #100, Marietta, GA 30062-6410",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
283,GA,United Behavioral Health,"United Behavioral Health, GA",283,"2711 Irvin Way, Suite 201, Decatur , GA 30030-1724",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
283,GA,United Behavioral Health,"United Behavioral Health, GA",283,"2810 Premiere Pkwy, Suite 500 , Duluth, GA 30097-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
283,GA,United Behavioral Health,"United Behavioral Health, GA",283,"7360 McGinnis Ferry Rd, Suite 100, Johns Creek, GA 30024-6603",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
283,GA,United Behavioral Health,"United Behavioral Health, GA",283,"955 Interstate Ridge Drive Suite ABC, Gainesville, GA 30501-7013",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
147,IL,BCBS of Illinois,"BCBS of Illinois, IL",147,"875 North Michigan Avenue, 31st Floor, Chicago IL 60611",Attain ABA IL LLC,1235982257,991305271,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/29/2024,11/29/2024,,,,,
151,IN,Care Source,"Care Source, IN",151,"9465 Counselors Row, Suite 200, Indianapolis, IN 46240",Attain ABA Indiana LLC,1942068192,991272552,Managed Medicaid,Yes,Complete,Marketplace?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/1/2024,11/29/2024,,,,,
223,IN,Indiana Medicaid,"Indiana Medicaid, IN",223,"9465 Counselors Row, Suite 200, Indianapolis, IN 46240",Attain ABA Indiana LLC,1942068192,991272552,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/10/2024,11/29/2024,,,,,
236,IN,MD Wise,"MD Wise, IN",236,"9465 Counselors Row, Suite 200, Indianapolis, IN 46240",Attain ABA Indiana LLC,1942068192,991272552,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2024,11/29/2024,,,,,
230,MD,Kaiser Permanente,"Kaiser Permanente, MD",230,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2020,11/29/2024,,,,,
253,MD,Optum Maryland,"Optum Maryland, MD",253,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Medicaid ,Yes,Complete,"EPREP, changing to Carelon","850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2020,11/29/2024,,,,,
290,MD,United Healthcare (Optum),"United Healthcare (Optum), MD",290,"400 East Pratt Street, 8th Floor, Baltimore Maryland 21202",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
135,NC,Amerihealth Caritas,"Amerihealth Caritas, NC",135,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Managed Medicaid,needs clarification ,F/U,Do they pull from state?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/9/2024,,12/13/2024,,,,
149,NC,BCBS of North Carolina,"BCBS of North Carolina, NC",149,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/28/2024,11/29/2024,,,,,
162,NC,Carolina Complete Health,"Carolina Complete Health, NC",162,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Managed Medicaid,needs clarification ,F/U,Do they pull from state?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/22/2024,11/29/2024,,,,,
208,NC,Healthy Blue North Carolina,"Healthy Blue North Carolina, NC",208,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Managed Medicaid,needs clarification ,F/U,Do they pull from state?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/15/2024,11/29/2024,,,,,
250,NC,North Carolina Medicaid,"North Carolina Medicaid, NC",250,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,,11/29/2024,,,,,
142,NE,Avera Health Plans,"Avera Health Plans, NE",142,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Commercial,needs clarification ,F/U ,"Per EB, UHC cred done and than lonked to Avera","850 Towbin Avenue, Lakewood NJ 08701",Attain,3/23/2021,11/29/2024,,,,,
148,NE,BCBS of Nebraska,"BCBS of Nebraska, NE",148,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
246,NE,Molina Healthcare of Nebraska,"Molina Healthcare of Nebraska, NE",246,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,Erica will f/u on,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/1/2024,11/29/2024,,,,,
249,NE,Nebraska Total Care,"Nebraska Total Care, NE",249,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/10/2021,11/29/2024,,,,,
284,NE,United Behavioral Health,"United Behavioral Health, NE",284,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/14/2023,11/29/2024,,,,,
293,NE,United Healthcare Community Plan,"United Healthcare Community Plan, NE",293,"1299 Farnam Street Suite 300, Omaha NE 68102",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid ,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/15/2021,11/29/2024,,,,,
128,TX,Aetna Better Health,"Aetna Better Health, TX",128,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/13/2023,11/29/2024,,,,,
157,VA,Carefirst Blue Choice,"Carefirst Blue Choice, VA",157,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,F/U,?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/8/2020,11/29/2024,,,,,
210,NJ,Horizon BCBS,"Horizon BCBS, NJ",210,"1166 River Avenue, Lakewood, NJ 08701",Progressive Applied Behavioral Treatment,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,3/15/2021,11/29/2024,,,,,
210,NJ,Horizon BCBS,"Horizon BCBS, NJ",210,"1902 Fairfax Avenue, Suite 117, Cherry Hill, NJ 08003",Progressive Applied Behavioral Treatment,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,3/15/2021,11/29/2024,,,,,
210,NJ,Horizon BCBS,"Horizon BCBS, NJ",210,"1 Allison Drive, Cherry Hill, NJ 08003",Progressive Applied Behavioral Treatment,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,3/15/2021,11/29/2024,,,,,
270,NJ,Quest,"Quest, NJ",270,"1 Allison Drive, Cherry Hill, NJ 08003",Connect Plus Therapy,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/1/2019,11/29/2024,,,,,
270,NJ,Quest,"Quest, NJ",270,"1166 River Avenue, Lakewood, NJ 08701",Connect Plus Therapy,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/1/2019,11/29/2024,,,,,
270,NJ,Quest,"Quest, NJ",270,"1902 Fairfax Avenue, Suite 117, Cherry Hill, NJ 08003",Connect Plus Therapy,1497109409,812236861,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/1/2019,11/29/2024,,,,,
185,PA,Community Care Behavioral Health Northeast,"Community Care Behavioral Health Northeast, PA",185,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
186,PA,Community Care Behavioral Health York/Adams,"Community Care Behavioral Health York/Adams, PA",186,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
186,PA,Community Care Behavioral Health York/Adams,"Community Care Behavioral Health York/Adams, PA",186,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1710535752,842920357,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
197,PA,ComPsych,"ComPsych, PA",197,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,12/16/2024,,,,
197,PA,ComPsych,"ComPsych, PA",197,"4646 Umbria Street, Philadelphia PA 19127",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,12/16/2024,,,,
197,PA,ComPsych,"ComPsych, PA",197,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,12/16/2024,,,,
197,PA,ComPsych,"ComPsych, PA",197,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,12/16/2024,,,,
237,OH,MedMutual,"MedMutual, OH",237,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,1/1/2021,11/29/2024,,,,,
252,OH,Ohio Medicaid,"Ohio Medicaid, OH",252,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,5/12/2022,11/29/2024,,,,,
254,OH,OSU,"OSU, OH",254,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant Central LLC,1265211320,933619066,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,12/1/2023,11/29/2024,,,,,
265,OH,PNOA,"PNOA, OH",265,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
285,OH,United Behavioral Health,"United Behavioral Health, OH",285,"3070 Riverside Dr. Ste 200, Columbus, OH 43221-2547",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
251,OR,OHA,"OHA, OR",251,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,8/1/2020,11/29/2024,,,,,
243,WA,Moda ,"Moda , WA",243,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,8/1/2023,11/29/2024,,,,,
256,OR,PacificSource,"PacificSource, OR",256,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,5/1/2019,11/29/2024,,,,,
257,WA,PacificSource - Navigator,"PacificSource - Navigator, WA",257,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,2 LOBs ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
266,OR,PNOA,"PNOA, OR",266,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
268,OR,Providence Health,"Providence Health, OR",268,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,N/A,11/29/2024,,,,,
272,OR,Regence ,"Regence , OR",272,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
